d,phi,u
-0.2867924894527192,-0.10326571865238605,-1.4200337669824163
-0.2872653046983664,-0.10006403284714897,2.2938810655469335
-0.28772588721474257,-0.09798760440321926,0.594699907073818
-0.28817820918026893,-0.0965006153377795,1.1891836039538137
-0.2886244242721181,-0.09535363966074624,-1.4875426370141323
-0.2890591542566605,-0.09154797352440304,-0.8507083876458272
-0.2894879420731278,-0.09279153924307765,1.4390702282015229
-0.2899248446033591,-0.09504678262137446,0.9481608138186368
-0.2903769678880477,-0.09935587163765668,-0.39929914299043523
-0.29084090992393974,-0.10014512954107102,0.7939114542111018
-0.291304362678807,-0.09914477819247028,-0.36894030684813206
-0.29177009139460997,-0.10112711914567447,-1.9122463696062448
-0.2922487455555707,-0.10472247546245836,0.3735603604273178
-0.29274111635649724,-0.1070478516555178,0.5045715688943319
-0.2932471803922023,-0.11063509647841384,-0.14565662309833924
-0.29376705641902534,-0.1130135522156279,-0.36973877073072664
-0.29428844544202337,-0.11128869507009435,-1.8705010710999295
-0.2948040933418954,-0.11053345620868195,0.3828987003107168
-0.29531879034331254,-0.11087795111383787,0.20151509549084026
-0.2958343084215931,-0.11088811800127972,1.498355296581129
-0.2963481755981534,-0.11016485859531654,-0.9768591114126847
-0.29685034083773587,-0.10583450265537411,0.3511057153855511
-0.29733553923734335,-0.10283965444724356,-1.2468119759536576
-0.2978087091785011,-0.10064311265094651,-0.8304115334826186
-0.29827925238698616,-0.1017061377181806,0.3505420870758565
-0.29874991185113453,-0.10069327692576223,-0.5548024183479154
-0.29921780074285986,-0.10051064210547321,0.25056979978934124
-0.29967917760603346,-0.09788371154223785,-0.1372192855297341
-0.300125374599455,-0.09396285063187816,-0.19929159759590936
-0.3005562084537392,-0.09125883307703495,-0.1983079350893232
-0.3009727852658637,-0.08781686050062956,0.7782035060644109
-0.30137560508124683,-0.08532993763327246,1.0313378167845422
-0.30176702015391155,-0.0829029147711046,-0.5223023142991641
-0.3021470023689361,-0.0804049040931286,0.3080008339041105
-0.3025152462457221,-0.07784731826113678,-0.5515390474405798
-0.3028759816410336,-0.07717156143724814,-0.2575165702018901
-0.303238529839136,-0.07862792076725168,0.43294392972908047
-0.30360498962749993,-0.07885595730386247,-0.010249255214311722
-0.30397385394922627,-0.07966342057576849,1.153880205790194
-0.304343682472497,-0.07927119275052137,-0.6847563828350837
-0.3047106268877131,-0.07842138755757233,-0.659267844460618
-0.3050758782470948,-0.07854210458571377,-0.8013603015856626
-0.30544160576145685,-0.0786264328190184,-0.3183141614847875
-0.30581300382504173,-0.08098416246589828,-0.29959631589863434
-0.30619147259750834,-0.08167173285259371,1.0108263716043593
-0.30656989060813133,-0.08096229835523079,1.1235846918632688
-0.3069415498814918,-0.07876078786038707,-1.9810479553842621
-0.30730220266939234,-0.07622256043906406,0.5238322744732287
-0.30765047305011994,-0.07342957240530897,-0.6869414658356251
-0.3079912816788022,-0.07301038602754142,-1.5600178559174434
-0.3083354405456249,-0.07487175221522312,-0.42550790443916914
-0.30867855899432706,-0.07256252589729233,-0.15149519623656849
-0.3090140728226167,-0.07159836724239717,-1.0304169776769323
-0.309342244744252,-0.06940264137446996,1.0611245727314715
-0.30965371360744953,-0.06441089447497954,0.6942851301381627
-0.3099415640994363,-0.059242222054300936,1.002087504872367
-0.3102062825276384,-0.05446275040827591,-0.2114079384751837
-0.31044550393922044,-0.04828034963575005,-0.5728372509425862
-0.31066276396465176,-0.04502326101565931,-0.3257731125012905
-0.31086907514814577,-0.04357511279443152,-1.8988544804361975
-0.31107371290078256,-0.044304151583044314,0.334758036875092
-0.31128054346516487,-0.044517404375934426,0.4607864044322309
-0.31148566098385966,-0.04356802438716407,-0.4005240615157523
-0.3116851532516538,-0.04210020825800775,-0.1370985381081497
-0.31186951822311215,-0.03706843099877976,-0.46338871055443187
-0.3120335624742747,-0.033370367370259835,1.5152427712761334
-0.3121836601241359,-0.03107772094617493,0.9286036213008265
-0.3123219473742507,-0.028297736131748283,1.245250520086532
-0.3124475195978569,-0.025616965324744896,-0.13131164922207958
-0.3125593026738711,-0.022376136090116596,0.061680992193091734
-0.31266398448652377,-0.022567548693304865,0.9413240829442344
-0.3127737800160102,-0.02457204450334143,-1.0691473443927728
-0.3128980299794244,-0.02877482962599341,-0.20284082318543573
-0.31303994152298786,-0.0321572506157357,-1.7889576999802526
-0.31319683715356783,-0.03521080849322615,0.9673729706783767
-0.31337134037346415,-0.03972101630688075,0.5934460321666275
-0.3135605126484351,-0.04151298620302619,-0.6492477113777135
-0.31375653533543124,-0.042664408564664,0.8956436171082203
-0.313949316557937,-0.04012023003889677,-1.4203728249029146
-0.31413550239454824,-0.03983064225128938,0.42228324685362256
-0.3143231648825453,-0.04075466995938217,-0.7486641085302449
-0.3145118499793187,-0.04027000467729979,1.0745043003535037
-0.3147025567643724,-0.041623306586664445,-0.8636905371949694
-0.31489259759973365,-0.03998387636823983,-1.141344548514025
-0.31507746174423845,-0.03939914390320157,-0.3430760583035929
-0.3152563350187303,-0.037410045246800035,-0.9809278947073882
-0.31543151776583866,-0.03781364321838192,-0.18427667489163305
-0.3156044735542156,-0.03645334902944786,-1.191033386902379
-0.31576625773732214,-0.03301460241363009,1.3220877503664272
-0.3159115163793498,-0.02935507593927558,1.3112657988078078
-0.3160363472293237,-0.024241281085911122,-1.5062148291204718
-0.31613809945201954,-0.0194444637395326,0.0760769601420436
-0.31621350594532105,-0.012929014774333954,0.5410230083111831
-0.31626668203030617,-0.009899982968641105,-1.0256861652607856
-0.3163127354813733,-0.009871085590031742,-1.2230614003373137
-0.31635171677407903,-0.006863784953090709,0.18652744557265782
-0.3163779730286389,-0.0044080876345377615,-0.6770161187753059
-0.3163960468519509,-0.003351024538142699,0.49785443906735727
-0.31640479387967635,-0.0004040780296630029,0.2771688550865548
-0.3163950862658391,0.004571563964922964,0.9933423006408868
-0.31636460424654045,0.008514468767505704,1.4842726675448814
-0.316319274467185,0.010945917376033726,-0.3385337285711622
-0.31626465120786174,0.012504387542506601,0.2530592743738058
-0.3162078329950728,0.01188827632562238,0.17548668874281345
-0.31616053875057326,0.008415501793200839,-0.744000526193136
-0.3161351896137543,0.002466952387339062,1.1194596220391846
-0.31613414423604125,-0.0020181713552134785,0.010884443144727205
-0.3161537679662829,-0.006406327709416142,0.974009258675791
-0.31619328104949695,-0.010556854470591697,-0.44317729986896404
-0.3162474091840157,-0.012680880884534135,2.1600464164653648
-0.31631593468398256,-0.01673819732130076,1.6798637101401819
-0.3164021498112657,-0.020276089075631498,0.24396881469963
-0.316508236168938,-0.02527076849792946,-0.7503973068768222
-0.31663399018160265,-0.028722014062736483,-0.053004747677658934
-0.3167847017959122,-0.03598991501507153,-0.3433022973688129
-0.3169747362632003,-0.045614837870752795,-0.8416031105604227
-0.31720770218898786,-0.054439487975995196,-0.8002048912315193
-0.3174755280320394,-0.060601755870965564,1.423232118400728
-0.3177698556470592,-0.06583744037475459,0.5848459656295856
-0.31808532024613045,-0.0696953062580918,-0.7200139135786682
-0.3184136472734307,-0.0713724433104503,-0.36916983380999413
-0.3187455671392856,-0.07124158250018682,-0.7614985009299551
-0.31908346645182073,-0.0739461229790454,-1.0946678036662052
-0.31943578310332055,-0.07744803400012523,0.9814425761955144
-0.3197999707551509,-0.07905741948337917,0.2692404422372313
-0.32016943722819846,-0.07972127600366925,-0.9774596310243787
-0.32053828012382346,-0.07878887612281431,-2.4504933412286496
-0.32089804784975184,-0.07581338967327542,0.14074054145311257
-0.3212494288320449,-0.07517785904516128,-0.8024442349048589
-0.3215992925039821,-0.07516015312949795,-0.8601812040298368
-0.32194458378666413,-0.07320946980931943,-1.043718916490244
-0.3222701421333205,-0.06666698069646217,-1.1477514791707855
-0.32256796432126933,-0.0612754851476729,-0.9685036573860868
-0.3228386930030398,-0.055014042255636615,0.6261205053322166
-0.32307827549185975,-0.04788432768345925,-0.5774650650634969
-0.3232820836896879,-0.03963871230320701,-0.8963768647466545
-0.3234447770311861,-0.03022000180781479,0.9454222428988118
-0.32356207025505257,-0.020139513720944656,-1.1129090428056017
-0.32363842888057337,-0.012642788894325258,1.4642195175900352
-0.3236795301674371,-0.0050022653809308065,1.3652901731767626
-0.3236832756644321,0.003394318624256238,0.28867582246237616
-0.3236548720279957,0.00879945288584528,0.263115477382972
-0.3235978344810486,0.015687426190649934,-0.6576002706520103
-0.3235176024615207,0.018757896159990024,0.5779623081117476
-0.32343031747741957,0.018715740114313123,1.0981393071176375
-0.32334454693169,0.018107636160324413,-0.329370963773722
-0.32326263340955896,0.017059652668832657,0.6318614199680476
-0.32318224354946,0.01745342740028476,1.9458470111265873
-0.3231028069640618,0.01665035231220193,0.619976290775613
-0.3230319258980352,0.013780073886114498,0.7068625575112046
-0.3229720050874567,0.011944643017246657,1.129058131231982
-0.3229229784890508,0.009102871258467194,-0.0067419073237989895
-0.3228952820757447,0.002787288775277907,-0.04974033114399271
-0.32289790601690127,-0.003913748880999032,0.8498977638803628
-0.3229329268750505,-0.011120879662014305,0.7350812897324642
-0.32300449020413247,-0.019602557952096842,1.2484111329908323
-0.32311289516533415,-0.02693999704685436,-0.18516636436848588
-0.32325296379454316,-0.033200626695411156,0.43401280966744227
-0.3234241568939433,-0.040309275580430015,1.1517392387691066
-0.32362962156711483,-0.047925541595880944,0.853152270657928
-0.3238739150171346,-0.056998118807043384,-0.23806088292430266
-0.3241567417674651,-0.06449439569376773,-2.1504565460678084
-0.3244740932772989,-0.07185050020504664,-0.5306651463727968
-0.3248286446558766,-0.08050619691462141,0.6695849246241699
-0.32522463171401284,-0.08969701440314698,-0.5430288641449178
-0.32565932949055476,-0.09719103677513594,0.7093737877222008
-0.32611659121522774,-0.09942802233200591,-1.3443952382330304
-0.3265810966182279,-0.10031604346378438,0.5129231280713141
-0.32705251624406473,-0.10241141809276166,-1.1216899957947
-0.3275305080957276,-0.10315222999570546,0.3537563190907861
-0.32801495800446334,-0.10519880394439773,0.19607896975498615
-0.3285020916470389,-0.10431064263727549,0.592466097423493
-0.32898773725475117,-0.10455647390429754,0.27612255728617774
-0.3294693005434488,-0.1025486180570639,0.16709661674573448
-0.3299438024304797,-0.10150890229816642,0.09339781225387213
-0.3304147064768008,-0.10099604527286202,1.0143511791828566
-0.3308861104581422,-0.10172463273611605,-0.23754257216708477
-0.33136193292891636,-0.10290278886300065,-0.1791239580396073
-0.3318436176675841,-0.10425470335823138,0.698071570593333
-0.3323315772523523,-0.10561128720987618,-0.830922765529807
-0.33283005414070677,-0.10879537547018024,1.5185728243990335
-0.3333412054250793,-0.11108459208277505,-0.5771174685736365
-0.3338614284233943,-0.11271392021822345,-0.7316466189853126
-0.3343918897314353,-0.11550816354708322,-0.7322398158612462
-0.33493061379698763,-0.11628464112042416,0.6486258934970164
-0.3354796466224401,-0.11996431302043878,0.724114671175604
-0.33604192254534615,-0.12201068823318464,0.8921372646690147
-0.3366096813489745,-0.12233557697186836,0.19090882281479538
-0.33717549023381266,-0.12116733625589404,0.628707460947361
-0.33773922636507847,-0.12143911908535486,0.220759009763853
