d,phi,u
-0.09290748267026805,0.05248240248180182,0.03617196688000679
-0.09266426938870698,0.05197654692570866,0.033866473388131035
-0.09242344663816304,0.051454759895890476,0.0314582194608537
-0.09218507546748889,0.0509226890025244,0.02898090761267974
-0.0919491914240913,0.0503856503052914,0.02646632755947448
-0.09171580616561137,0.04984859745288188,0.02394416622045714
-0.09148490920074481,0.0493160971345765,0.02144185520522457
-0.09125646973043633,0.048792310610070444,0.018984454469113676
-0.09103043856187654,0.04828098103686282,0.016594570535547304
-0.09080675006910788,0.04778542627461414,0.014292307440361252
-0.09058532417556897,0.047308536812398334,0.012095248347683107
-0.09036606833563443,0.046852778437749855,0.010018465619595851
-0.09014887949399197,0.04642019924564522,0.00807455699189541
-0.08993364600359799,0.04601244057066248,0.006273705413180897
-0.08972024948491653,0.04563075141636947,0.004623760043467262
-0.08950856661111306,0.045276005952028096,0.0031303358788293822
-0.08929847080589459,0.04494872364772016,0.0017969294686371873
-0.08908983384265223,0.044649091624463115,0.0006250482188219775
-0.08888252733551871,0.044376988805516694,-0.0003856491734559597
-0.0886764241148481,0.04413201146832972,-0.0012372035345660226
-0.08847139948147564,0.043913499813144366,-0.001933199565560706
-0.08826733233581807,0.04372056518356953,-0.0024786059060370458
-0.08806410617956484,0.04355211759618095,-0.0028796129616087685
-0.08786160998925485,0.043406893259897744,-0.0031434704083780907
-0.08765973896242274,0.04328348179110598,-0.003278326140632337
-0.08745839513839204,0.04318035285691515,-0.0032930682736852512
-0.08725748789685772,0.043095882006143914,-0.003197171653709696
-0.08705693433861583,0.043028375475234505,-0.003000550164440452
-0.08685665955354516,0.042976093784009135,-0.002713415956580645
-0.08665659678193338,0.042937273963793314,-0.0023461465630402745
-0.08645668747573376,0.04291015028739873,-0.0019091607028088875
-0.08625688126709674,0.042892973396800926,-0.0014128034204846651
-0.0860571358516472,0.04288402774975743,-0.0008672410563970168
-0.08585741679452452,0.04288164733075701,-0.0002823663990315084
-0.08565769726777761,0.04288422959464356,0.0003322857645285393
-0.08545795772604692,0.04289024763260801,0.0009676126175072741
-0.0852581855310276,0.04289826057020893,0.0016150068281707841
-0.08505837453038012,0.0429069222251415,0.002266409759708654
-0.08485852460101662,0.04291498806901078,0.002914354611014802
-0.0846586411634136,0.04292132055205414,0.00355199982208404
-0.08445873467514087,0.04292489286259717,0.004173153150160425
-0.08425882011216157,0.0429247912042156,0.004772286888808874
-0.08405891643175822,0.04292021568286841,0.005344544801935802
-0.08385904605695427,0.042910479903947016,0.005885741252819265
-0.08365923434301703,0.04289500938506926,0.006392353281364449
-0.08345950906477695,0.04287333889489757,0.006861506175054544
-0.08325989991676075,0.042845108831002565,0.007290953235733144
-0.08306043803191043,0.04281006075121408,0.007679050411553201
-0.08286115552290552,0.04276803217299073,0.008024726469227805
-0.08266208504905592,0.042718950754161225,0.008327449377799612
-0.08246325941153954,0.04266282796604716,0.008587189561664377
-0.08226471117895928,0.042599752366705226,0.00880438066335354
-0.08207265097502997,0.036636041197626035,-0.026401705739333703
-0.08192502892260563,0.024562704986055048,-0.09839885685148661
-0.08183011487911125,0.016324489159775045,-0.1475434096786835
-0.08178970975626496,0.003761503121138656,-0.22280011054196291
-0.08180437554879123,-0.009102000559825558,-0.30002513000532705
-0.08187543844817069,-0.02220183671545014,-0.3788373356372129
-0.08200374420606157,-0.03541025637008538,-0.458472770838697
-0.08218978189199169,-0.044063598365984336,-0.5109509358718811
-0.08243446380214801,-0.05714533016653658,-0.5901753724056635
-0.08273608144731634,-0.07006548273762302,-0.6686011407676871
-0.08309357777716256,-0.08273803320316124,-0.7457089325504551
-0.08350547347454125,-0.09508721782832642,-0.8210397273935823
-0.08397003928832131,-0.10710147336240917,-0.894518958039419
-0.0844853255701033,-0.11871804820114126,-0.9657642659171575
-0.08505001649840555,-0.12454045025023909,-1.0023927509966513
-0.08566113584532918,-0.135096271458998,-1.0675610362899755
-0.08631553177005458,-0.1451238609744069,-1.1296897611566052
-0.08701027656125557,-0.15459740410602943,-1.1886152543199433
-0.0877422939780324,-0.16349856015055092,-1.2442182428374027
-0.0885085389335019,-0.17187941938365756,-1.2968021331024508
-0.08930785740827753,-0.1737139848604166,-1.3102074813873321
-0.09005787436478038,-0.20567111281304193,-1.5042002999725925
-0.09098223928645255,-0.19381212423417546,-1.4358194632644103
-0.09186375333053995,-0.1936876722034912,-1.4377172932125668
-0.09275889678474383,-0.19284927010453345,-1.4353723109814323
-0.09367170565247632,-0.19790446473848267,-1.468441905388325
-0.09459723190112344,-0.20223957841946202,-1.4972291662201425
-0.09553193922783278,-0.20612437488289329,-1.5233420669808582
-0.09647586074724096,-0.20280196770818912,-1.5062393884908576
-0.09742490910414978,-0.2059531968802606,-1.5279939085940129
-0.09837617229758779,-0.20883816790315168,-1.5481575243116734
-0.09933033875995084,-0.20434710465054806,-1.5240736441831408
-0.10028408147008071,-0.20663115652948325,-1.5406391835871416
-0.10123412635964742,-0.20876069624781557,-1.5562665565658356
-0.10217875211831236,-0.2107340102042138,-1.5709403175802201
-0.10312610171135914,-0.20511828457504472,-1.5400880125843455
-0.10406279330413447,-0.19930652467673712,-1.5080275279728261
-0.10499336218208234,-0.20082537568393138,-1.5199323406498355
-0.10591367432626966,-0.1946687056563731,-1.4857532569170475
-0.10682766350635062,-0.19594490191213867,-1.496152401991884
-0.10772869434380236,-0.19720436527511268,-1.5064122746820832
-0.10862179336213475,-0.19079117773425971,-1.4706124464919625
-0.1095014691608677,-0.19207515575566064,-1.480955342016567
-0.11037197990974215,-0.1856622054257062,-1.4450891722834636
-0.11122889429615658,-0.18703635016768025,-1.4559047838945511
-0.11207610179469354,-0.18060796371904145,-1.4198760876983294
-0.1129089353285955,-0.18203205585473928,-1.4309191411142224
-0.11373215133383605,-0.17565804805160157,-1.3951447423111176
-0.114540036371795,-0.1771622020766366,-1.4065933215752047
-0.11533908010216258,-0.17088194093385925,-1.3713088859096434
-0.11612276821433612,-0.16468756061371928,-1.3364936683253241
-0.11689658570287861,-0.16630051682091476,-1.3484928580341244
-0.11765640192487034,-0.16022398518703335,-1.3143131168968112
-0.1184047824150501,-0.16189911254275877,-1.3266090225017029
-0.1191409815799471,-0.15593354987203006,-1.2930242439720216
-0.1198641539036914,-0.1577283856980619,-1.3059627758994456
-0.12057755550370214,-0.15193615474298758,-1.2733495949690319
-0.12127680347568444,-0.14625931185877564,-1.2413862815797072
-0.12196759721997519,-0.14812081700451185,-1.2546276936869967
-0.12264506270888959,-0.14255380969187711,-1.2232580462779314
-0.12330878910979623,-0.1370267569751846,-1.1920869091804962
-0.12396786050771105,-0.138877595808515,-1.205169156374223
-0.12461114772384001,-0.140696642379768,-1.218013297450128
-0.1252458980605252,-0.13529457619257684,-1.1875051513370365
-0.12586732286870722,-0.1299756496607621,-1.1574558665706942
-0.1264800077336995,-0.13175662158284018,-1.1699797526981395
-0.12708096622656692,-0.1265337674721684,-1.1404455035127112
-0.1276710045610474,-0.12812079006627755,-1.1517377540808076
-0.12825102824639364,-0.12285749362040278,-1.1218980464615975
-0.12881793321859358,-0.12429356795385425,-1.1322152073789062
-0.12937659418572944,-0.11903450484561783,-1.1023368116308951
-0.12992170070315978,-0.11382128780751,-1.0726928289545392
-0.1304567773231264,-0.11497015250811812,-1.0811912470180878
-0.1309794837065296,-0.10970821532805529,-1.0511877430879206
-0.13144846918243033,-0.09197151758349532,-0.9461745130482629
-0.1319892661089944,-0.10527487081890201,-1.0276170232403952
-0.13247448569701037,-0.10597883557895448,-1.0332964705647578
-0.13294958779777227,-0.10064190266565948,-1.0027001793872736
-0.13340990670439365,-0.09535399458208187,-0.9723536876056721
-0.13385979794590872,-0.09599240030526873,-0.9775337956693385
-0.13429633605282223,-0.0908601293138029,-0.9480497840412841
-0.134721218791742,-0.09127250876472831,-0.9517987089635959
-0.13513368125178077,-0.08618508071602628,-0.9225115280514999
-0.13553327947370977,-0.08644058770055187,-0.9252433646244406
-0.1359212248283665,-0.0813268729959306,-0.895724912460683
-0.1362949094534181,-0.08137692998410846,-0.8971463082649052
-0.13665749971062693,-0.07625513953362854,-0.8675033363336521
-0.13700499798078883,-0.07118776862485265,-0.8381416056914824
-0.13734105132811902,-0.07099493433490199,-0.837992759993769
-0.13766217077633958,-0.0659375780300199,-0.8086119805091381
-0.137970587217107,-0.06558214140594736,-0.8074046100870051
-0.13826475396212443,-0.06055417275450919,-0.7781192984134284
-0.13854521822225913,-0.06012095418456222,-0.7763613797741507
-0.1388124250249327,-0.05519575861153605,-0.7476118267440144
-0.13906512632948986,-0.05469717875477029,-0.7453784515170914
-0.13930557754487533,-0.04988465852166413,-0.7172246837646108
-0.13953099975373665,-0.04518059880807309,-0.6896765921096485
-0.13974476600702435,-0.0446519409440036,-0.6871459436850946
-0.13994401423403097,-0.04007852264527083,-0.6603031785737179
-0.1401307593953136,-0.03952950162220935,-0.6575692879191969
-0.1402937437305969,-0.029274133280075335,-0.5965260308722427
-0.14040227909418368,-0.017324591513327877,-0.5251543863625183
-0.14045569571022165,-0.00560779542232016,-0.4550138596645859
-0.14045512188497433,0.005854139950167241,-0.38624052595391956
-0.14040167837453588,0.01708978301892015,-0.31866633701008673
-0.14029663719178354,0.028008442432860076,-0.25283925697819015
-0.14014171768913908,0.038511069150671394,-0.18935873816338888
-0.13993906801367562,0.04851425824302132,-0.12873165458289892
-0.13969119467378244,0.05794843243533398,-0.07138298940934346
-0.1394009013884081,0.06675566569051694,-0.01766871002212267
-0.13907123423464274,0.07488921466176152,0.032121585266640884
-0.13870542885723136,0.08231321456318179,0.07776300080739662
-0.13830685977394852,0.08900223228905736,0.11909281441249864
-0.1378789923905055,0.09494071697595957,0.15600732468424094
-0.13742533811573,0.10012238717425329,0.1884583086983298
-0.13694941281263695,0.1045495683214708,0.21644917149091403
-0.13645469874161753,0.10823249044340773,0.2400308464355938
-0.13594461008863323,0.1111885563936463,0.25929750809597807
-0.13542246211558773,0.11344159080190173,0.2743821584646472
-0.1348914439232809,0.11502107931702377,0.2854521441322999
-0.13435459477953193,0.11596140706258383,0.29270465803690715
-0.13381478393499346,0.11630110452716101,0.29636227535798565
-0.13327469382525559,0.11608210838644095,0.29666856884287895
-0.13273680653883302,0.11534904400532876,0.29388384441547355
-0.13220339341513032,0.11414853560526195,0.2882810333861807
-0.13167650762358285,0.11252854931441536,0.2801417730157436
-0.13115797956396769,0.11053777355521037,0.26975270263935913
-0.13064941491792403,0.10822504047231764,0.25740199808013375
-0.13015219517266496,0.10563879137244653,0.24337616271668427
-0.12966748042966625,0.1028265884409855,0.22795708935691428
-0.12919621430381634,0.0998346743255827,0.2114194030420472
-0.12873913071229337,0.09670758053797299,0.19402809109095775
-0.12829676234758214,0.0934877850267082,0.17603642311750278
-0.12786945062573984,0.09021541871822898,0.15768416043215439
-0.1274573568995616,0.08692802031458113,0.13919605118880196
-0.1270604747267936,0.08366033817470825,0.12078060486786868
-0.12667864298614884,0.08044417769395366,0.10262913720527544
-0.12631155963858864,0.07730829223362334,0.08491507448597413
-0.12595879593809167,0.07427831533928876,0.06779350422145758
-0.1256198109048392,0.07137673172219917,0.05140095761867747
-0.1252939658841128,0.06862288426188755,0.03585540791898689
-0.12498053902616624,0.06603301411814552,0.02125646763037442
-0.12467873953541497,0.063620330915273,0.007685766885393075
-0.12438772155136935,0.06139510987858644,-0.0047925053825893515
-0.12410659753845588,0.05936481276028916,-0.01613091605363265
-0.12383445107693802,0.057534229386041004,-0.026297976914568033
-0.12357034896234209,0.05590563668231638,-0.035277226793128
-0.12331335253589248,0.05447897210463095,-0.043066224979891765
-0.12306252818317276,0.05325201847500553,-0.049675473699485106
-0.12281695695252859,0.052220597350399245,-0.0551272867551903
-0.12257574325831122,0.051378768179089374,-0.05945462070039742
-0.12233802264696125,0.05071903065590512,-0.06269988400545301
-0.12210296861595848,0.0502325278568297,-0.0649137387068972
-0.12186979848680979,0.04990924791557821,-0.06615390796696013
-0.12163777834343392,0.04973822219649878,-0.0664840018513091
-0.12140622705655879,0.04970771811673027,-0.06597237246929477
-0.12117451942302004,0.04980542497320752,-0.06469100842981501
-0.120942088455962,0.05001863133454227,-0.06271447736063235
-0.12070842686855654,0.05033439276144792,-0.0601189240369821
-0.12047308779880828,0.050739688820308264,-0.05698113047457526
-0.12023568482771596,0.05122156855070099,-0.05337764317894195
-0.11999589134638544,0.05176728373741456,-0.04938397161466901
-0.11975343933036342,0.052364409519209634,-0.04507386087583243
-0.11950811758123514,0.05300095203914014,-0.040518640508864556
-0.1192597694965456,0.053665443003196006,-0.03578665047046076
-0.11900829042932015,0.05434702116482692,-0.03094274429899896
-0.1187536246980807,0.05503550089156518,-0.026047868744851044
-0.11849576230718162,0.05572142809602633,-0.02115871834538685
-0.11823473543566498,0.05639612392673787,-0.01632746274656771
-0.11797061475072956,0.0570517167142386,-0.011601543966757055
-0.11770350559932785,0.05768116275470444,-0.007023540269756934
-0.1174335441284704,0.05827825658710156,-0.0026310928628018315
-0.11716089338156666,0.05883763148082763,0.0015431087402658084
-0.11688573941459435,0.05935475089916676,0.00547128715121753
-0.11660828747223029,0.05982589174044286,0.009130488025966277
-0.11632875826019307,0.06024812018356918,0.012502446320835914
-0.11604738434613626,0.06061926097901096,0.015573412835656941
-0.1157644067175072,0.06093786103007591,0.018333946027933812
-0.11548007152079265,0.061203148104200626,0.020778674062825797
-0.11519462700273353,0.061414985499905615,0.02290603199123309
-0.11490832067024748,0.0615738234735213,0.024717978830385345
-0.11462139668219518,0.06168064820110823,0.026219699160063836
-0.11433409348253276,0.061736929016442475,0.027419293651056553
-0.11404664168116652,0.0617445646260368,0.02832746271272124
-0.1137592621854524,0.0617058289580039,0.02895718719166618
-0.11347216458287424,0.06162331725370966,0.029323409773635234
-0.11318554577200501,0.06149989296070571,0.029442720448219217
-0.11289958883707962,0.06133863593285101,0.029333049085867202
-0.11261446215896953,0.061142792389665655,0.029013367861085326
-0.11233031875340682,0.06091572703259419,0.028503405935344672
-0.11204729582570838,0.06066087766138666,0.027823378491194817
-0.11176551452972561,0.06038171258001639,0.026993731890921524
-0.11148507991752732,0.0600816910288928,0.026034906420774828
-0.1112060810653892,0.05976422682904709,0.024967117778114944
-0.1109285913608744,0.059432655374961646,0.023810158167146656
-0.11065266893529557,0.05909020406602886,0.022583217590286475
-0.11037835722550637,0.0587399662227753,0.021304725660132695
-0.11010568564886603,0.05838487849293904,0.019992214011036125
-0.10983467037525907,0.058027701714755055,0.018662199162753135
-0.10956531518030133,0.057671005170303075,0.01733008548091447
-0.10929761236420088,0.057317154130749164,0.016010087691892327
-0.10903154372131851,0.05696830056776908,0.014715172242658947
-0.10876708154602266,0.05662637688141422,0.01345701665041732
-0.1085041896612533,0.056293092474162504,0.012245985861215114
-0.1082428244569753,0.055969932983780425,0.011091124531756646
-0.10798293592662667,0.055658161973929324,0.010000164063695971
-0.10772446869060914,0.055358824870896564,0.008979543153551983
-0.10746736299689141,0.055072754927483286,0.008034440574225477
-0.1072115556897768,0.054800580990542955,0.007168818873927285
-0.10695698113898322,0.0545427368469842,0.006385477664955563
-0.10670357212217407,0.0542994719238377,0.00568611517650397
-0.10645126065515553,0.0540708631211689,0.005071396761546776
-0.10619997876496079,0.05385682756186301,0.004541029076295722
-0.10594965920201815,0.05365713604954561,0.004093838691219209
-0.1057002360885555,0.05347142703466595,0.003727853942329218
-0.10545164550132347,0.05329922089915147,0.0034403888909384506
-0.10520382598754585,0.05313993438150312,0.0032281283263811966
-0.10495671901382808,0.05299289497672527,0.0030872128188673686
-0.1047102693484776,0.052857355158814144,0.003013322907452043
-0.10446442537838463,0.052732506287386766,0.003001761589166707
-0.10421913936222715,0.052617492074342256,0.003047534359372106
-0.10397436762227663,0.05251142150089072,0.003145426138514429
-0.10373007067758877,0.052413381089862716,0.003290074506410001
-0.10348621332179508,0.052322446452550034,0.003476038749914978
-0.10324276464896442,0.05223769304349125,0.0036978643140542222
-0.10299969803141185,0.052158206070323926,0.003950142327708017
-0.10275699105341829,0.05208308951906904,0.004227563954159352
-0.1025146254050866,0.052011474267751164,0.004524969391247191
-0.10227258674057715,0.051942525273242064,0.004837391417720938
-0.10203086450508048,0.05187544782725119,0.005160093448265735
-0.10178945173481724,0.05180949288773484,0.005488602121957342
-0.10154834483433017,0.051743961501391524,0.005818734505358636
-0.10130754333526815,0.051678208341398975,0.0061466200425894235
-0.1010670496406898,0.05161164439214957,0.006468717430827997
-0.10082686875875391,0.05154373881938417,0.006781826640043287
-0.10058700802950904,0.05147402006977546,0.0070830963301256045
-0.10034747684823353,0.05140207624888439,0.007370026948605779
-0.10010828638859293,0.051327554830209024,0.0076404698154753925
-0.09986944932852815,0.05125016175112916,0.007892622521190495
-0.09963097958169032,0.051169659953678136,0.008125020976997854
-0.09939289203678481,0.05108586742947502,0.008336528466495685
-0.09915520230702324,0.05099865482881841,0.008526322051840729
-0.09891792649158093,0.05090794269384775,0.008693876688343705
-0.09868108095064798,0.050813698375001215,0.008838947398063346
-0.09844468209544166,0.05071593268876843,0.00896154984628561
-0.09820874619420783,0.05061469637286616,0.00906193965457347
-0.09797328919508974,0.05051007639281039,0.009140590771593127
-0.09773832656637138,0.05040219215110293,0.009198173207503435
-0.0975038731544986,0.05029119164735711,0.009235530420646842
-0.0972699430599353,0.050177247634327606,0.009253656626159734
-0.09703654953085694,0.05006055381137462,0.009253674275676915
-0.09680370487433931,0.04994132109317455,0.009236811936029321
-0.09657142038466215,0.049819773987745765,0.00920438277248814
-0.09633970628815902,0.049696147113991986,0.009157763819474862
-0.09610857170384035,0.04957068188505725,0.009098376198822422
-0.09587802461904538,0.04944362338002072,0.00902766642298819
-0.09564807187915614,0.04931521742258108,0.008947088898018096
-0.09541871919038103,0.049185707881742355,0.008858089719311013
-0.09518997113455319,0.049055334205965376,0.008762091832132723
-0.09496183119485124,0.048924329198796225,0.008660481608223636
-0.09473430179130204,0.04879291704080003,0.008554596870894049
-0.09450738432488714,0.04866131155962785,0.00844571638310565
-0.09428107922915441,0.04852971474717449,0.00833505079558372
-0.09405538602814323,0.04839831552029634,0.008223735037348356
-0.09383030339953491,0.04826728871917988,0.008112822116474572
-0.09360582924193661,0.04813679433538501,0.008003278286500215
-0.09338196074523442,0.048006976959747656,0.007895979522782703
-0.09315869446305003,0.047877965438771965,0.007791709243481715
-0.09293602638633258,0.047749872726736454,0.007691157201420995
-0.09271395201720622,0.04762279591975178,0.007594919466892003
-0.09249246644231102,0.047496816457019746,0.007503499415185411
-0.09227156440480933,0.047372000474030104,0.007417309629752622
-0.0920512403744671,0.04724839929189759,0.007336674627984263
-0.09183148861517809,0.04712605002694555,0.007261834316139026
-0.09161230324938474,0.04700497630445371,0.007192948078568018
-0.09139367831900325,0.04688518906081627,0.007130099407887891
-0.09117560784243839,0.046766687418485664,0.007073300983598818
-0.0909580858673853,0.04664945961862733,0.0070225001096080875
-0.09074110651920675,0.04653348399695397,0.006977584424103567
-0.09052466404468928,0.04641872998888047,0.006938387799214962
-0.09030875285109774,0.04630515915090869,0.006904696352158901
-0.09009336754044739,0.04619272618605594,0.006876254494993461
-0.08987850293904431,0.0460813799619783,0.006852770954736853
-0.08966415412232198,0.04597106451149868,0.006833924702026151
-0.08945031643508194,0.04586172000617659,0.006819370731813712
-0.08923698550727233,0.04575328369462409,0.006808745645927594
-0.08902415726553592,0.04564569079828887,0.006801672993125452
-0.08881182794066333,0.045538875358452344,0.00679776832872403
-0.08859999407125052,0.045432771029211665,0.0067966439615184115
-0.08838865250380445,0.04532731181220902,0.006797913361840768
-0.08817780038955325,0.04522243272980507,0.006801195210170641
-0.08796743517829597,0.045118070434338395,0.006806117071142426
-0.08775755460955903,0.0450141637519914,0.006812318683271312
-0.08754815670135185,0.0449106541605626,0.006819454859320007
-0.0873392397368975,0.04480748620122045,0.00682719799663023
-0.0871308022495687,0.04470460782507266,0.006835240201729875
-0.08692284300635134,0.044601970675897135,0.0068432950363288
-0.08671536099015897,0.04449953031111314,0.00685109889620189
-0.08650835538125001,0.04439724636339925,0.006858412036645445
-0.0863018255380128,0.04429508264599441,0.0068650192619280626
-0.08609577097738796,0.04419300720487911,0.006870730297110772
-0.08589019135517661,0.044090992321577344,0.006875379863934217
-0.08568508644641692,0.043989014470324786,0.006878827482697969
-0.08548045612607114,0.04388705423373289,0.006880957024183898
-0.08527630035019129,0.043785096181092664,0.006881676035982109
-0.08507261913773068,0.043683128713547285,0.00688091486809167
-0.08486941255312308,0.04358114388042365,0.006878625623172652
-0.08466668068980976,0.04347913717095909,0.006874780956325266
-0.08446442365474116,0.04337710728558204,0.006869372749268798
-0.08426264155401864,0.043275055890788124,0.006862410682672848
-0.08406133447967079,0.04317298736159072,0.006853920730531926
-0.0838605024976764,0.0430709085152044,0.0068439435981971775
-0.083660145637241,0.04296882833957245,0.006832533125711693
-0.08346026388130046,0.042866757720001175,0.006819754676105683
-0.08326085715834086,0.042764709167011715,0.00680568352704769
-0.08306192533546675,0.04266269654822103,0.006790403282925961
-0.08286346821265944,0.042560734826803746,0.0067740043228441404
-0.08266548551830288,0.04245883980880104,0.006756582297897551
-0.08246797690579077,0.04235702790134107,0.006738236690674082
-0.08227094195127593,0.04225531588343505,0.006719069446782466
-0.08207438007687351,0.042153753160265296,0.006699378730971262
-0.08187829055575291,0.04205235432090873,0.0066792542581936565
-0.08168267259343054,0.04195113383789317,0.0066587852470674225
-0.08148752532875125,0.041850105880893905,0.006638059299109655
-0.08129284783656843,0.041749283766749766,0.006617159090793301
-0.08109863913186688,0.041648679895543855,0.006596161977662496
